ebird_code,scientific_name,common_name,alpha
strpri8,Prinia striata,Striped Prinia,
bropri1,Prinia polychroa,Brown Prinia,
brnpri2,Prinia cooki,Burmese Prinia,
brnpri3,Prinia rocki,Annam Prinia,
hilpri1,Prinia atrogularis,Black-throated Prinia,
hilpri2,Prinia superciliaris,Hill Prinia,
gycpri1,Prinia cinereocapilla,Grey-crowned Prinia,
rufpri2,Prinia buchanani,Rufous-fronted Prinia,
rufpri1,Prinia rufescens,Rufescent Prinia,
gybpri1,Prinia hodgsonii,Grey-breasted Prinia,
grapri1,Prinia gracilis,Graceful Prinia,
delpri1,Prinia lepida,Delicate Prinia,
junpri1,Prinia sylvatica,Jungle Prinia,
bawpri1,Prinia familiaris,Bar-winged Prinia,
yebpri1,Prinia flaviventris,Yellow-bellied Prinia,
ashpri1,Prinia socialis,Ashy Prinia,
tafpri1,Prinia subflava,Tawny-flanked Prinia,
plapri1,Prinia inornata,Plain Prinia,
palpri1,Prinia somalica,Pale Prinia,
rivpri1,Prinia fluviatilis,River Prinia,
blcpri1,Prinia flavicans,Black-chested Prinia,
karpri1,Prinia maculosa,Karoo Prinia,
drapri1,Prinia hypoxantha,Drakensberg Prinia,
banpri1,Prinia bairdii,Banded Prinia,
banpri3,,,
rewpri1,Prinia erythroptera,Red-winged Prinia,
refwar2,Prinia rufifrons,Red-fronted Prinia,
whcpri2,Schistolais leucopogon,White-chinned Prinia,
silpri2,Schistolais leontica,Sierra Leone Prinia,
nampri1,Phragmacia substriata,Namaqua Warbler,
robpri1,Oreophilais robertsi,Roberts's Warbler,
minmib1,Micromacronus sordidus,Mindanao Miniature Babbler,
grnlon1,Urolais epichlorus,Green Longtail,
blcapa2,Oreolais pulcher,Black-collared Apalis,
ruwapa1,Oreolais ruwenzorii,Rwenzori Apalis,
crilon1,Spiloptila clamans,Cricket Warbler,
bubwar2,Phyllolais pulchella,Buff-bellied Warbler,
batapa2,Apalis thoracica,Bar-throated Apalis,
batapa3,Apalis flavigularis,Yellow-throated Apalis,
batapa4,Apalis fuscigularis,Taita Apalis,
rudapa1,Apalis ruddi,Rudd's Apalis,
yebapa2,,,
yebapa1,Apalis flavida,Yellow-breasted Apalis,
masapa1,Apalis binotata,Lowland Masked Apalis,
blfapa1,Apalis personata,Mountain Masked Apalis,
bltapa1,Apalis jacksoni,Black-throated Apalis,
whwapa1,Apalis chariessa,White-winged Apalis,
blcapa1,Apalis nigriceps,Black-capped Apalis,
blhapa1,Apalis melanocephala,Black-headed Apalis,
chiapa1,Apalis chirindensis,Chirinda Apalis,
chtapa3,Apalis porphyrolaema,Chestnut-throated Apalis,
chaapa1,Apalis chapini,Chapin's Apalis,
shaapa2,Apalis sharpii,Sharpe's Apalis,
butapa1,Apalis rufogularis,Buff-throated Apalis,
karapa1,,,
gosapa1,Apalis goslingi,Gosling's Apalis,
gryapa1,Apalis cinerea,Grey Apalis,
brhapa1,Apalis alticola,Brown-headed Apalis,
ruewar2,Malcorus pectoralis,Rufous-eared Warbler,
oriwar2,Hypergerus atriceps,Oriole Warbler,
gycwar3,Eminia lepida,Grey-capped Warbler,
grbcam1,Camaroptera brachyura,Bleating Camaroptera,
gnbcam3,Camaroptera harterti,Hartert's Camaroptera,
yebcam1,Camaroptera superciliaris,Yellow-browed Camaroptera,
olgcam1,Camaroptera chloronota,Olive-green Camaroptera,
grywrw1,Calamonastes simplex,Grey Wren-Warbler,
miowrw2,Calamonastes undosus,Miombo Wren-Warbler,
miowrw3,Calamonastes stierlingi,Stierling's Wren-Warbler,
bawwar1,Calamonastes fasciolatus,Barred Wren-Warbler,
kopwar1,Euryptila subcinnamomea,Cinnamon-breasted Warbler,
bkcruw1,Bathmocercus cerviniventris,Black-headed Rufous Warbler,
bkfruw1,Bathmocercus rufus,Black-faced Rufous Warbler,
mrmwar1,Scepomycter winifredae,Winifred's Warbler,
mrmwar3,,,
comtai1,Orthotomus sutorius,Common Tailorbird,
dantai1,Orthotomus atrogularis,Dark-necked Tailorbird,
camtai1,Orthotomus chaktomuk,Cambodian Tailorbird,
phitai1,Orthotomus castaneiceps,Visayan Tailorbird,
ruftai1,Orthotomus frontalis,Rufous-fronted Tailorbird,
gybtai1,Orthotomus derbianus,Grey-backed Tailorbird,
ruttai1,Orthotomus sericeus,Rufous-tailed Tailorbird,
ashtai1,Orthotomus ruficeps,Ashy Tailorbird,
olbtai1,Orthotomus sepium,Olive-backed Tailorbird,
whetai1,Orthotomus cinereiceps,White-eared Tailorbird,
whbtai1,Orthotomus nigriceps,Black-headed Tailorbird,
yebtai1,Orthotomus samarensis,Yellow-breasted Tailorbird,
lobtai1,Artisornis moreaui,Long-billed Forest Warbler,
afrtai2,Artisornis metopias,Red-capped Forest Warbler,
whtwar1,Poliolais lopezi,White-tailed Warbler,
yebere1,Eremomela icteropygialis,Yellow-bellied Eremomela,
salere1,,,
yevere1,Eremomela flavicrissalis,Yellow-vented Eremomela,
senere1,Eremomela pusilla,Senegal Eremomela,
grbere1,Eremomela canescens,Green-backed Eremomela,
greere1,Eremomela scotops,Green-capped Eremomela,
yerere1,Eremomela gregalis,Karoo Eremomela,
bunere1,Eremomela usticollis,Burnt-necked Eremomela,
rucere1,Eremomela badiceps,Rufous-crowned Eremomela,
turere1,Eremomela turneri,Turner's Eremomela,
blnere1,Eremomela atricollis,Black-necked Eremomela,
shtwhy1,Vidua regia,Shaft-tailed Whydah,
eapwhy1,Vidua paradisaea,Long-tailed Paradise Whydah,
nopwhy1,Vidua orientalis,Sahel Paradise Whydah,
ltpwhy1,Vidua interjecta,Exclamatory Paradise Whydah,
btpwhy1,Vidua obtusa,Broad-tailed Paradise Whydah,
oliwar,Peucedramus taeniatus,Olive Warbler,OLWA
alpacc1,Prunella collaris,Alpine Accentor,
himacc1,Prunella himalayana,Altai Accentor,
robacc1,Prunella rubeculoides,Robin Accentor,
rubacc1,Prunella strophiata,Rufous-breasted Accentor,
sibacc,Prunella montanella,Siberian Accentor,SIAC
broacc1,Prunella fulvescens,Brown Accentor,
radacc2,Prunella ocularis,Radde's Accentor,
bltacc1,Prunella atrogularis,Black-throated Accentor,
monacc1,Prunella koslowi,Kozlov's Accentor,
dunnoc1,Prunella modularis,Dunnock,
japacc1,Prunella rubida,Japanese Accentor,
mabacc1,Prunella immaculata,Maroon-backed Accentor,
forwag1,Dendronanthus indicus,Forest Wagtail,
eaywag1,Motacilla flava,Western Yellow Wagtail,
eaywag,Motacilla tschutschensis,Eastern Yellow Wagtail,EYWA
citwag,Motacilla citreola,Citrine Wagtail,CIWA
capwag1,Motacilla capensis,Cape Wagtail,
madwag1,Motacilla flaviventris,Madagascar Wagtail,
grywag,Motacilla cinerea,Grey Wagtail,GRAW
mouwag1,Motacilla clara,Mountain Wagtail,
whiwag,Motacilla alba,White Wagtail,WHWA
afpwag1,Motacilla aguimp,African Pied Wagtail,
mekwag1,Motacilla samveasnae,Mekong Wagtail,
japwag1,Motacilla grandis,Japanese Wagtail,
whbwag1,Motacilla maderaspatensis,White-browed Wagtail,
shalon1,Macronyx sharpei,Sharpe's Longclaw,
abylon1,Macronyx flavicollis,Abyssinian Longclaw,
fuelon2,Macronyx fuelleborni,Fülleborn's Longclaw,
ortlon1,Macronyx capensis,Cape Longclaw,
yetlon1,Macronyx croceus,Yellow-throated Longclaw,
panlon1,Macronyx aurantiigula,Pangani Longclaw,
rotlon1,Macronyx ameliae,Rosy-throated Longclaw,
ricpip1,Anthus richardi,Richard's Pipit,
oripip1,Anthus rufulus,Paddyfield Pipit,
auspip2,Anthus australis,Australian Pipit,
auspip3,Anthus novaeseelandiae,New Zealand Pipit,
afrpip1,Anthus cinnamomeus,African Pipit,
moupip1,Anthus hoeschi,Mountain Pipit,
blypip1,Anthus godlewskii,Blyth's Pipit,
tawpip1,Anthus campestris,Tawny Pipit,
lobpip1,Anthus similis,Long-billed Pipit,
lobpip7,Anthus nicholsoni,Nicholson's Pipit,
woopip1,Anthus nyassae,Wood Pipit,
bufpip1,Anthus vaalensis,Buffy Pipit,
plbpip1,Anthus leucophrys,Plain-backed Pipit,
lolpip1,Anthus pallidiventris,Long-legged Pipit,
meapip1,Anthus pratensis,Meadow Pipit,MEPI
dausta1,Agropsar sturninus,Daurian Starling,
chcsta1,Agropsar philippensis,Chestnut-cheeked Starling,
whssta2,Sturnia sinensis,White-shouldered Starling,
chtsta2,Sturnia malabarica,Chestnut-tailed Starling,
whhsta2,Sturnia erythropygia,White-headed Starling,
malsta1,Sturnia blythii,,
brasta1,Sturnia pagodarum,Brahminy Starling,
whfsta2,Sturnornis albofrontatus,White-faced Starling,
rossta2,Pastor roseus,Rosy Starling,
eursta,Sturnus vulgaris,Common Starling,EUST
sposta1,Sturnus unicolor,Spotless Starling,
watsta1,Creatophora cinerea,Wattled Starling,
bbgsta1,Notopholia corusca,Black-bellied Starling,
phgsta1,Hylopsar purpureiceps,Purple-headed Starling,
ctgsta1,Hylopsar cupreocauda,Copper-tailed Starling,
capgls1,Lamprotornis nitens,Cape Starling,
gbesta1,Lamprotornis chalybaeus,Greater Blue-eared Starling,
lbesta1,Lamprotornis chloropterus,Lesser Blue-eared Starling,
btgsta1,Lamprotornis chalcurus,Bronze-tailed Starling,
spgsta1,Lamprotornis splendidus,Splendid Starling,
pugsta1,Lamprotornis purpureus,Purple Starling,
ruegls1,Lamprotornis purpuroptera,Rüppell's Starling,
ltgsta1,Lamprotornis caudatus,Long-tailed Glossy Starling,
gobsta5,Lamprotornis regius,Golden-breasted Starling,
megsta1,Lamprotornis mevesii,Meves's Starling,
bugsta1,Lamprotornis australis,Burchell's Starling,
stgsta1,Lamprotornis acuticaudus,Sharp-tailed Starling,
supsta1,Lamprotornis superbus,Superb Starling,
hilsta1,Lamprotornis hildebrandti,Hildebrandt's Starling,
shesta1,Lamprotornis shelleyi,Shelley's Starling,
chbsta1,Lamprotornis pulcher,Chestnut-bellied Starling,
ashsta2,Lamprotornis unicolor,Ashy Starling,
fissta1,Lamprotornis fischeri,Fischer's Starling,
afpsta1,Lamprotornis bicolor,Pied Starling,
whcsta3,Lamprotornis albicapillus,White-crowned Starling,
madsta1,Hartlaubius auratus,Madagascar Starling,
vibsta2,Cinnyricinclus leucogaster,Violet-backed Starling,
rewsta1,Onychognathus morio,Red-winged Starling,
slbsta1,Onychognathus tenuirostris,Slender-billed Starling,
chwsta1,Onychognathus fulgidus,Chestnut-winged Starling,
walsta1,Onychognathus walleri,Waller's Starling,
somsta1,Onychognathus blythii,Somali Starling,
trista1,Onychognathus tristramii,Tristram's Starling,
pawsta1,Onychognathus nabouroup,Pale-winged Starling,
brcsta1,Onychognathus salvadorii,Bristle-crowned Starling,
whbsta1,Onychognathus albirostris,White-billed Starling,
neusta1,Onychognathus neumanni,Neumann's Starling,
stusta1,Poeoptera stuhlmanni,Stuhlmann's Starling,
kensta1,Poeoptera kenricki,Kenrick's Starling,
natsta1,Poeoptera lugubris,Narrow-tailed Starling,
shasta2,Pholia sharpii,Sharpe's Starling,
abbsta2,Arizelopsar femoralis,Abbott's Starling,
whcsta2,Grafisia torquata,White-collared Starling,
magsta1,Speculipastor bicolor,Magpie Starling,
babsta1,Neocichla gutturalis,Babbling Starling,
stsrha2,Rhabdornis mystacalis,Stripe-headed Rhabdornis,
stbrha1,Rhabdornis inornatus,Stripe-breasted Rhabdornis,
yeboxp1,Buphagus africanus,Yellow-billed Oxpecker,
reboxp1,Buphagus erythroryncha,Red-billed Oxpecker,
moublu,Sialia currucoides,Mountain Bluebird,MOBL
wesblu,Sialia mexicana,Western Bluebird,WEBL
easblu,Sialia sialis,Eastern Bluebird,EABL
fifthr1,Stizorhina finschi,Finsch's Rufous Thrush,
rufthr1,Stizorhina fraseri,Fraser's Rufous Thrush,
wtathr1,Neocossyphus poensis,White-tailed Ant Thrush,
rtathr1,Neocossyphus rufus,Red-tailed Ant Thrush,
boucha1,Pinarornis plumosus,Boulder Chat,
brbsol1,Myadestes occidentalis,Brown-backed Solitaire,BBSO
slcsol1,Myadestes unicolor,Slate-colored Solitaire,SCSO
towsol,Myadestes townsendi,Townsend's Solitaire,TOSO
puaioh,Myadestes palmeri,Puaiohi,PUAI
omao,Myadestes obscurus,Omao,OMAO
cubsol1,Myadestes elisabeth,Cuban Solitaire,CUSO
rutsol1,Myadestes genibarbis,Rufous-throated Solitaire,RTSO
blfsol1,Myadestes melanops,Black-faced Solitaire,BFSO
varsol1,Myadestes coloratus,Varied Solitaire,VASO
andsol1,Myadestes ralloides,Andean Solitaire,
sulthr1,Turdus turdoides,Sulawesi Thrush,
fruith1,Chlamydochaera jefferyi,Fruithunter,
purcoc1,Cochoa purpurea,Purple Cochoa,
grecoc1,Cochoa viridis,Green Cochoa,
varthr,Ixoreus naevius,Varied Thrush,VATH
aztthr,Ridgwayia pinicola,Aztec Thrush,AZTH
rubsol1,Cichlopsis leucogenys,Rufous-brown Solitaire,
blasol1,Entomodestes coracinus,Black Solitaire,
whesol1,Entomodestes leucotis,White-eared Solitaire,
misthr1,Turdus viscivorus,Mistle Thrush,MITH
afrthr1,Turdus pelios,African Thrush,
abythr1,Turdus abyssinicus,Abyssinian Thrush,
olithr2,Turdus olivaceus,Olive Thrush,
kurthr1,Turdus libonyana,Kurrichane Thrush,
comthr1,Turdus bewsheri,Comoro Thrush,
abethr1,Turdus tephronotus,Bare-eyed Thrush,
karthr1,Turdus smithi,Karoo Thrush,
chibla1,Turdus mandarinus,Chinese Blackbird,
balwar1,Curruca balearica,Balearic Warbler,
fitmyz1,Myzornis pyrrhoura,Fire-tailed Myzornis,
rutbab1,Moupinia poecilotis,Rufous-tailed Babbler,
gobful1,Lioparus chrysotis,Golden-breasted Fulvetta,
yeebab1,Chrysomma sinense,Yellow-eyed Babbler,
jerbab1,Chrysomma altirostre,Jerdon's Babbler,
beibab1,Rhopophilus pekinensis,Beijing Babbler,
speful1,Fulvetta ruficapilla,Spectacled Fulvetta,
indful1,Fulvetta danisi,Indochinese Fulvetta,
chiful1,Fulvetta striaticollis,Chinese Fulvetta,
whbful1,Fulvetta vinipectus,White-browed Fulvetta,
ludful1,Fulvetta ludlowi,Brown-throated Fulvetta,
sttful2,Fulvetta manipurensis,Manipur Fulvetta,
sttful1,Fulvetta cinereiceps,Grey-hooded Fulvetta,
taiful1,Fulvetta formosana,Taiwan Fulvetta,
wrenti,Chamaea fasciata,Wrentit,WREN
reepar3,Paradoxornis heudei,Reed Parrotbill,
blbpar2,Paradoxornis flavirostris,Black-breasted Parrotbill,
spbpar1,Paradoxornis guttaticollis,Spot-breasted Parrotbill,
grepar1,Paradoxornis aemodius,Great Parrotbill,
bropar1,Paradoxornis unicolor,Brown Parrotbill,
thtpar1,Paradoxornis paradoxus,Three-toed Parrotbill,
gyhpar3,Paradoxornis gularis,Grey-headed Parrotbill,
bkhpar1,Paradoxornis margaritae,Black-headed Parrotbill,
ruhpar3,Paradoxornis ruficeps,White-breasted Parrotbill,
ruhpar2,Paradoxornis bakeri,Rufous-headed Parrotbill,
shtpar3,Suthora davidiana,Short-tailed Parrotbill,
fulpar1,Suthora fulvifrons,Fulvous Parrotbill,
bltpar1,Suthora nipalensis,Black-throated Parrotbill,
golpar2,Suthora verreauxi,Golden Parrotbill,
spepar2,Suthora conspicillata,Spectacled Parrotbill,
gyhpar4,Suthora zappeyi,Grey-hooded Parrotbill,
brwpar2,,,
vitpar1,Suthora webbiana,Vinous-throated Parrotbill,
astpar1,Suthora alphonsiana,Ashy-throated Parrotbill,
rutpar2,Suthora przewalskii,Przevalski's Parrotbill,
whcyuh1,Parayuhina diademata,White-collared Yuhina,
chcyuh1,Staphida everetti,Chestnut-crested Yuhina,
stryuh1,Staphida castaniceps,Striated Yuhina,
indyuh1,Staphida torqueola,Indochinese Yuhina,
blcyuh1,Yuhina nigrimenta,Black-chinned Yuhina,
taiyuh1,Yuhina brunneiceps,Taiwan Yuhina,
whiyuh1,Yuhina flavicollis,Whiskered Yuhina,
buryuh1,Yuhina humilis,Burmese Yuhina,
whnyuh1,Yuhina bakeri,White-naped Yuhina,
sttyuh1,Yuhina gularis,Stripe-throated Yuhina,
ruvyuh1,Yuhina occipitalis,Rufous-vented Yuhina,
fltbab1,Dasycrotapha speciosa,Flame-templed Babbler,
vispyb1,Dasycrotapha pygmaea,Visayan Pygmy Babbler,
pygbab1,Dasycrotapha plateni,Mindanao Pygmy Babbler,
rucbab3,Sterrhoptilus capitalis,Rusty-crowned Babbler,
bkcbab3,Sterrhoptilus affinis,Calabarzon Babbler,
pasbab1,Zosterornis hypogrammicus,Palawan Striped Babbler,
chfbab1,Zosterornis whiteheadi,Chestnut-faced Babbler,
nesbab1,Zosterornis nigrorum,Negros Striped Babbler,
giweye1,Megazosterops palauensis,Giant White-eye,
gyhwhe1,Heleia pinaiae,Grey-hooded Heleia,
pyweye1,Heleia squamifrons,Pygmy Heleia,
minwhe1,Heleia goodfellowi,Mindanao Heleia,
sthwhe1,Heleia squamiceps,Sulawesi Heleia,
whbwhe1,Heleia superciliaris,Eyebrowed Heleia,
dacwhe1,Heleia dohertyi,Crested Heleia,
timwhe1,Heleia muelleri,Timor Heleia,
flowhe1,Heleia crassirostris,Thick-billed Heleia,
ysweye1,Heleia wallacei,Yellow-spectacled Heleia,
bonhon1,Apalopteron familiare,Bonin White-eye,
ceywhe1,Zosterops ceylonensis,Sri Lanka White-eye,
yelwhe1,Zosterops nigrorum,Yellowish White-eye,
bkcwhe1,Zosterops atricapilla,Black-capped White-eye,
wbweye1,Zosterops abyssinicus,Abyssinian White-eye,
whbwhe3,Zosterops flavilateralis,Pale White-eye,
brrwhe9,Zosterops mbuluensis,Mbulu White-eye,
cfweye1,Zosterops erythropleurus,Chestnut-flanked White-eye,
swiwhe1,Zosterops simplex,Swinhoe's White-eye,
mouble1,Zosterops emiliae,Mountain Blackeye,
warwhe1,Zosterops japonicus,Warbling White-eye,WAWE
loweye2,Zosterops meyeni,Lowland White-eye,
coweye1,Zosterops mouroniensis,Karthala White-eye,
reuwhe1,Zosterops olivaceus,Reunion Olive White-eye,
mauwhe1,Zosterops chloronothos,Mauritius Olive White-eye,
maswhe2,Zosterops borbonicus,Reunion Grey White-eye,
maswhe3,Zosterops mauritianus,Mauritius Grey White-eye,
afywhe1,Zosterops stenocricotus,Forest White-eye,
afywhe3,Zosterops stuhlmanni,Green White-eye,
brrwhe8,Zosterops eurycricotus,Broad-ringed White-eye,
heuwhe2,Zosterops poliogastrus,Ethiopian White-eye,
brrwhe3,Zosterops kikuyuensis,Kikuyu White-eye,
abywhe1,Zosterops socotranus,Socotra White-eye,
anweye1,Zosterops griseovirescens,Annobon White-eye,
brrwhe4,Zosterops silvanus,Taita White-eye,
afywhe2,Zosterops senegalensis,Northern Yellow White-eye,
capwhe6,Zosterops pallidus,Orange River White-eye,
capwhe2,Zosterops virens,Cape White-eye,
afywhe4,Zosterops anderssoni,Southern Yellow White-eye,
peweye1,Zosterops vaughani,Pemba White-eye,
seywhe1,Zosterops modestus,Seychelles White-eye,
madwhe1,Zosterops maderaspatanus,Malagasy White-eye,
kirwhe1,Zosterops kirki,Kirk's White-eye,
maywhe1,Zosterops mayottensis,Mayotte White-eye,
bcweye2,Zosterops atrifrons,Black-crowned White-eye,
bkrwhe1,Zosterops anomalus,Black-ringed White-eye,
bfweye1,Zosterops minor,Black-fronted White-eye,
wtweye1,Zosterops meeki,Tagula White-eye,
crtwhe2,Zosterops dehaani,Morotai White-eye,
crtwhe1,Zosterops atriceps,Cream-throated White-eye,
burwhe1,Zosterops buruensis,Buru White-eye,
serwhe1,Zosterops stalkeri,Seram White-eye,
asbwhe1,Zosterops citrinella,Ashy-bellied White-eye,
ayweye3,Zosterops luteus,Canary White-eye,
silver3,Zosterops lateralis,Silvereye,
humwhe1,Zosterops auriventer,Hume's White-eye,
sanwhe2,Zosterops melanurus,Sangkar White-eye,
evweye1,Zosterops everetti,Everett's White-eye,
baweye2,Zosterops vellalavella,Vella Lavella White-eye,
sacwhe1,Zosterops sanctaecrucis,Santa Cruz White-eye,
capwhe3,Zosterops fuscicapilla,Capped White-eye,
capwhe8,,,
yfweye1,Zosterops flavifrons,Vanuatu White-eye,
vanwhe1,Zosterops gibbsi,Vanikoro White-eye,
laweye1,Zosterops explorator,Fiji White-eye,
bhweye1,Zosterops hypoxanthus,Bismarck White-eye,
biweye1,Zosterops mysorensis,Biak White-eye,
gytwhe2,Zosterops hamlini,Bougainville White-eye,
gytwhe1,,,
yapwhe1,Zosterops oleagineus,Olive-colored White-eye,
duweye1,Zosterops finschii,Dusky White-eye,
koswhe1,Zosterops cinereus,Kosrae White-eye,
rotwhe1,Zosterops rotensis,Rota White-eye,
ytweye1,Zosterops metcalfii,Yellow-throated White-eye,
ngweye1,Zosterops novaeguineae,Papuan White-eye,
ambwhe1,Zosterops kuehni,Ambon White-eye,
grkwhe1,Zosterops grayi,Kai Besar White-eye,
spweye2,Zosterops luteirostris,Gizo White-eye,
likwhe1,Zosterops uropygialis,Kai Kecil White-eye,
gaweye1,Zosterops splendidus,Ranongga White-eye,
soiwhe3,Zosterops tetiparius,Dark-eyed White-eye,
brweye1,Zosterops conspicillatus,Bridled White-eye,
ciweye1,Zosterops semperi,Citrine White-eye,
loweye1,Zosterops griseotinctus,Louisiade White-eye,
kulwhe1,Zosterops murphyi,Kolombangara White-eye,
llweye1,Zosterops inornatus,Large Lifou White-eye,
sbweye1,Zosterops tenuirostris,Slender-billed White-eye,
slweye1,Zosterops minutus,Small Lifou White-eye,
gnbwhe1,Zosterops xanthochroa,Green-backed White-eye,
chcbab1,Timalia pileata,Chestnut-capped Babbler,
tabbab1,Dumetia hyperythra,Tawny-bellied Babbler,
dafbab1,Dumetia atriceps,Dark-fronted Babbler,
gyftib1,Mixornis kelleyi,Grey-faced Tit-Babbler,
gyctib1,Mixornis flavicollis,Grey-cheeked Tit-Babbler,
sttbab1,Mixornis gularis,Pin-striped Tit-Babbler,
bostib1,Mixornis bornensis,Bold-striped Tit-Babbler,
fbtbab1,Macronus ptilosus,Fluffy-backed Tit-Babbler,
brtbab1,Macronus striaticeps,Brown Tit-Babbler,
golbab1,Cyanoderma chrysaeum,Golden Babbler,
chwbab1,Cyanoderma erythropterum,Chestnut-winged Babbler,
chwbab3,Cyanoderma bicolor,Bicolored Babbler,
crcbab1,Cyanoderma melanothorax,Crescent-chested Babbler,
rufbab2,,,
blcbab2,Cyanoderma pyrrhops,Black-chinned Babbler,
rucbab1,Cyanoderma ruficeps,Rufous-capped Babbler,
bucbab1,,,
rtwbab1,Spelaeornis caudatus,Rufous-throated Wren-Babbler,
miswrb1,Spelaeornis badeigularis,Mishmi Wren-Babbler,
bwwbab1,Spelaeornis troglodytoides,Bar-winged Wren-Babbler,
patwrb1,Spelaeornis kinneari,Pale-throated Wren-Babbler,
ltwbab1,Spelaeornis chocolatinus,Naga Wren-Babbler,
chhwrb1,Spelaeornis oatesi,Chin Hills Wren-Babbler,
tbwbab1,Spelaeornis longicaudatus,Tawny-breasted Wren-Babbler,
gybwrb1,Spelaeornis reptatus,Grey-bellied Wren-Babbler,
blalau1,Melanocichla lugubris,Black Laughingthrush,
bahlau1,Melanocichla calva,Bare-headed Laughingthrush,
cobscb1,Pomatorhinus ferruginosus,Black-crowned Scimitar Babbler,
rbsbab1,Pomatorhinus ochraceiceps,Red-billed Scimitar Babbler,
sbsbab1,Pomatorhinus superciliaris,Slender-billed Scimitar Babbler,
sbsbab3,Pomatorhinus ruficollis,Streak-breasted Scimitar Babbler,
taiscb1,Pomatorhinus musicus,Taiwan Scimitar Babbler,
wbsbab1,Pomatorhinus schisticeps,White-browed Scimitar Babbler,
insbab1,Pomatorhinus horsfieldii,Indian Scimitar Babbler,
srlscb1,Pomatorhinus melanurus,Sri Lanka Scimitar Babbler,
chbscb2,Pomatorhinus bornensis,Sunda Scimitar Babbler,
chbscb1,Pomatorhinus montanus,Javan Scimitar Babbler,
lasbab1,Erythrogenys hypoleucos,Large Scimitar Babbler,
rcsbab1,Erythrogenys erythrogenys,Rusty-cheeked Scimitar Babbler,
spbscb1,Erythrogenys mcclellandi,Spot-breasted Scimitar Babbler,
bksscb1,Erythrogenys gravivox,Black-streaked Scimitar Babbler,
gysscb1,Erythrogenys swinhoei,Grey-sided Scimitar Babbler,
sbsbab2,Erythrogenys erythrocnemis,Black-necklaced Scimitar Babbler,
bltbab1,Stachyris nigricollis,Black-throated Babbler,
whbbab2,Stachyris grammiceps,White-breasted Babbler,
chrbab1,Stachyris maculata,Chestnut-rumped Babbler,
gytbab1,Stachyris nigriceps,Grey-throated Babbler,
gyhbab1,Stachyris poliocephala,Grey-headed Babbler,
nonbab1,Stachyris nonggangensis,Nonggang Babbler,
soobab1,Stachyris herberti,Sooty Babbler,
wbwbab1,Stachyris humei,Sikkim Wedge-billed Babbler,
chbbab1,Stachyris roberti,Cachar Wedge-billed Babbler,
whnbab1,Stachyris leucotis,White-necked Babbler,
whbbab1,Stachyris thoracica,White-bibbed Babbler,
sntbab1,Stachyris oglei,Snowy-throated Babbler,
spnbab1,Stachyris strialata,Spot-necked Babbler,
rurgra1,Graminicola bengalensis,Indian Grassbird,
chigra1,Graminicola striatus,Chinese Grassbird,
lawbab1,Turdinus macrodactylus,Large Wren-Babbler,
mawbab1,Turdinus marmoratus,Marbled Wren-Babbler,
btwbab1,Turdinus atrigularis,Black-throated Wren-Babbler,
socbab1,Malacopteron affine,Sooty-capped Babbler,
gybbab1,Malacopteron albogulare,Grey-breasted Babbler,
sccbab1,Malacopteron cinereum,Scaly-crowned Babbler,
rucbab2,Malacopteron magnum,Rufous-crowned Babbler,
moubab1,Malacopteron magnirostre,Moustached Babbler,
palbab1,Malacopteron palawanense,Melodious Babbler,
whhbab2,Gampsorhynchus rufulus,White-hooded Babbler,
colbab1,Gampsorhynchus torquatus,Collared Babbler,
yetful1,Schoeniparus cinereus,Yellow-throated Fulvetta,
ruwful1,Schoeniparus castaneceps,Rufous-winged Fulvetta,
bkcful1,Schoeniparus klossi,Black-crowned Fulvetta,
gofful2,Schoeniparus variegaticeps,Golden-fronted Fulvetta,
rutful1,Schoeniparus rufogularis,Rufous-throated Fulvetta,
rucful1,Schoeniparus dubius,Rusty-capped Fulvetta,
dusful1,Schoeniparus brunneus,Dusky Fulvetta,
putbab1,Pellorneum ruficeps,Puff-throated Babbler,
bncbab1,Pellorneum fuscocapillus,Brown-capped Babbler,
marbab2,Pellorneum palustre,Marsh Babbler,
bkcbab1,Pellorneum nigrocapitatum,Malayan Black-capped Babbler,
blcbab1,,,
shtbab1,Pellorneum malaccense,Short-tailed Babbler,
ashbab1,Pellorneum cinereiceps,Ashy-headed Babbler,
sptbab1,Pellorneum albiventre,Spot-throated Babbler,
bubbab1,Pellorneum tickelli,Buff-breasted Babbler,
sumbab1,Pellorneum buettikoferi,Sumatran Babbler,
tembab1,Pellorneum pyrrogenys,Temminck's Babbler,
whcbab1,Pellorneum rostratum,White-chested Babbler,
ferbab1,Pellorneum bicolor,Ferruginous Babbler,
sulbab1,Pellorneum celebense,Sulawesi Babbler,
ruvpri1,Laticilla burnesii,Rufous-vented Grass Babbler,
swapri1,Laticilla cinerascens,Swamp Grass Babbler,
broill1,Illadopsis fulvescens,Brown Illadopsis,
pabill1,Illadopsis rufipennis,Pale-breasted Illadopsis,
pabill3,Illadopsis distans,Tanzanian Illadopsis,
mouill1,Illadopsis pyrrhoptera,Mountain Illadopsis,
blaill1,Illadopsis cleaveri,Blackcap Illadopsis,
scbill1,Illadopsis albipectus,Scaly-breasted Illadopsis,
thrbab1,Illadopsis turdina,Spotted Thrush-Babbler,
puvill1,Illadopsis puveli,Puvel's Illadopsis,
ruwill1,Illadopsis rufescens,Rufous-winged Illadopsis,
