ebird_code,scientific_name,common_name,alpha
tacpyt1,Euscarthmus meloryphus,Fulvous-crowned Scrub Tyrant,
tacsun1,Nectarinia tacazze,Tacazze Sunbird,
tactan1,Tachyphonus delatrii,Tawny-crested Tanager,
tactap1,Scytalopus panamensis,Tacarcuna Tapaculo,
tactin1,Nothoprocta taczanowskii,Taczanowski's Tinamou,
tafdov1,Ptilinopus tannensis,Tanna Fruit Dove,
tafgna1,Microbates cinereiventris,Tawny-faced Gnatwren,
tafowl1,Ketupa flavipes,Tawny Fish Owl,
tafpri1,Prinia subflava,Tawny-flanked Prinia,
tafqua1,Rhynchortyx cinctus,Tawny-faced Quail,
tagbut1,Cracticus louisiadensis,Tagula Butcherbird,
taghon1,Microptilotis vicina,,
tagwea1,Ploceus castaneiceps,Taveta Weaver,
tahkin1,Todiramphus veneratus,Society Kingfisher,
tahmof1,Carpodacus sillemi,Sillem's Rosefinch,
tahmon2,Pomarea nigra,Tahiti Monarch,
tahpet1,Pseudobulweria rostrata,Tahiti Petrel,TAPE
tahrai1,Gallirallus pacificus,Tahiti Rail,
tahrew1,Acrocephalus caffer,Tahiti Reed Warbler,
tahswa2,Alopochelidon fucata,Tawny-headed Swallow,
taibap1,Bambusicola sonorivox,Taiwan Bamboo Partridge,
taibar1,Actinodura morrisoniana,Taiwan Barwing,
taibar2,Psilopogon nuchalis,Taiwan Barbet,
taibeg1,Anser fabalis,Taiga Bean Goose,TABG
taibuw1,Locustella alishanensis,Taiwan Bush Warbler,
taifal1,Falco fasciinucha,Taita Falcon,
taifis1,Lanius dorsalis,Taita Fiscal,
taifly1,Ficedula albicilla,Taiga Flycatcher,TAFL
taiful1,Fulvetta formosana,Taiwan Fulvetta,
taihwa1,Garrulax taewanus,Taiwan Hwamei,
taipar1,Arborophila crudigularis,Taiwan Partridge,
taiscb1,Pomatorhinus musicus,Taiwan Scimitar Babbler,
taithr1,Turdus helleri,Taita Thrush,
taiwrb1,Pnoepyga formosana,Taiwan Cupwing,
taiyuh1,Yuhina brunneiceps,Taiwan Yuhina,
takahe2,Porphyrio mantelli,North Island Takahe,
takahe3,Porphyrio hochstetteri,South Island Takahe,
talbuh1,Amaurornis magnirostris,Talaud Bush-hen,
talkin1,Todiramphus enigma,Talaud Kingfisher,
talowl1,Tyto nigrobrunnea,Taliabu Masked Owl,
talrai1,Gymnocrex talaudensis,Talaud Rail,
tamcon1,Conirostrum tamarugense,Tamarugo Conebill,
tamcro,Corvus imparatus,Tamaulipas Crow,TACR
tamdov1,Turtur tympanistria,Tambourine Dove,
tancoc1,Cacatua goffiniana,Tanimbar Corella,
tancud1,Macropygia timorlaoensis,Tanimbar Cuckoo-Dove,
tanfin1,Oreothraupis arremonops,Tanager Finch,
tangrd1,Alopecoenas ferrugineus,,
tanhen1,Tribonyx mortierii,Tasmanian Nativehen,
tanmaw1,Ploceus reichardi,Tanzanian Masked Weaver,
tanscr1,Megapodius tenimberensis,Tanimbar Megapode,
tansee1,Crithagra melanochroa,Kipengere Seedeater,
tansta1,Aplonis crassa,Tanimbar Starling,
tapowl1,Glaucidium sanchezi,Tamaulipas Pygmy Owl,
tarbab1,Rhopophilus albosuperciliaris,Tarim Babbler,
tarcis1,Cisticola restrictus,Tana River Cisticola,
tarhor1,Penelopides panini,Visayan Hornbill,
tartyr1,Phyllomyias uropygialis,,
tasbla,Agelaius humeralis,Tawny-shouldered Blackbird,TSBL
tasscr1,Sericornis humilis,Tasmanian Scrubwren,
tastho1,Acanthiza ewingii,Tasmanian Thornbill,
tatdot1,Oreopholus ruficollis,Tawny-throated Dotterel,
tatlea1,Sclerurus mexicanus,Tawny-throated Leaftosser,
tatspi1,Sylviorthorhynchus yanacensis,Tawny Tit-Spinetail,
tattin1,Crypturellus tataupa,Tataupa Tinamou,
tattou1,Selenidera nattereri,Tawny-tufted Toucanet,
tawant1,Grallaria quitensis,Tawny Antpitta,
taweag1,Aquila rapax,Tawny Eagle,
tawfro1,Podargus strigoides,Tawny Frogmouth,
tawgra2,Cincloramphus macrurus,Papuan Grassbird,
tawgra3,Cincloramphus timoriensis,Tawny Grassbird,
tawlar1,Galerida deva,Sykes's Lark,
tawowl1,Strix aluco,Tawny Owl,
tawowl3,Strix mauritanica,,
tawpip1,Anthus campestris,Tawny Pipit,
tawqua1,Odontophorus dialeucos,Tacarcuna Wood Quail,
tawstr1,Timeliopsis griseigula,Tawny Straightbill,
tawwoo1,Dendrocincla anabatina,Tawny-winged Woodcreeper,
tbgdov1,Alopecoenas salamonis,,
tbgpig2,Trugon terrestris,Thick-billed Ground Pigeon,
tbsfin1,Sporophila funerea,Thick-billed Seed Finch,
tbwbab1,Spelaeornis longicaudatus,Tawny-breasted Wren-Babbler,
tebfin1,Atlapetes personatus,Tepui Brushfinch,
tembab1,Pellorneum pyrrogenys,Temminck's Babbler,
temcou1,Cursorius temminckii,Temminck's Courser,
temlar1,Eremophila bilopha,Temminck's Lark,
temsee1,Sporophila falcirostris,Temminck's Seedeater,
temsti,Calidris temminckii,Temminck's Stint,
temsun1,Aethopyga temminckii,Temminck's Sunbird,
temtra1,Tragopan temminckii,Temminck's Tragopan,
temwhi1,Pachycephala vanikorensis,Vanikoro Whistler,
tenswi1,Collocalia sumbawae,Tenggara Swiftlet,
tenwar,Leiothlypis peregrina,Tennessee Warbler,TEWA
tepant1,Myrmothera simplex,Tepui Antpitta,
tepgol1,Polytmus milleri,Tepui Goldenthroat,
tepgre1,Vireo sclateri,Tepui Vireo,
teppar1,Nannopsittaca panychlora,Tepui Parrotlet,
tepred1,Myioborus castaneocapilla,Tepui Whitestart,
tepspi1,Cranioleuca demissa,Tepui Spinetail,
tepswi1,Streptoprocne phelpsi,Tepui Swift,
teptin1,Crypturellus ptaritepui,Tepui Tinamou,
tepwre1,Troglodytes rufulus,Tepui Wren,
terbro1,Phyllastrephus terrestris,Terrestrial Brownbul,
tersan,Xenus cinereus,Terek Sandpiper,
tesfly1,Fraseria tessmanni,Tessmann's Flycatcher,
thamno2,Thamnornis chloropetoides,Thamnornis,
thbcou1,Rhinoptilus cinctus,Three-banded Courser,
thbcuc1,Pachycoccyx audeberti,Thick-billed Cuckoo,
thbeup1,Euphonia laniirostris,Thick-billed Euphonia,
thbflo1,Dicaeum agile,,
thbflo3,,,
thbgra1,Amytornis textilis,Western Grasswren,
thbgra4,Amytornis modestus,Thick-billed Grasswren,
thbhon1,Indicator conirostris,,
thbkin,Tyrannus crassirostris,Thick-billed Kingbird,TBKI
thblar1,Ramphocoris clotbey,Thick-billed Lark,
thbmin1,Geositta crassirostris,Thick-billed Miner,
thbmur,Uria lomvia,Thick-billed Murre,TBMU
thbpar,Rhynchopsitta pachyrhyncha,Thick-billed Parrot,TBPA
thbpig1,Treron curvirostra,Thick-billed Green Pigeon,
thbplo1,Charadrius tricollaris,,
thbrav1,Corvus crassirostris,Thick-billed Raven,
thbros1,Carpodacus trifasciatus,Three-banded Rosefinch,
thbsal1,Saltator maxillosus,Thick-billed Saltator,
thbsee1,Crithagra burtoni,Thick-billed Seedeater,
thbsis1,Spinus crassirostris,Thick-billed Siskin,
thbspi1,Arachnothera crassirostris,Thick-billed Spiderhunter,
thbvir,Vireo crassirostris,Thick-billed Vireo,TBVI
thbvir2,,,
thbwar1,Arundinax aedon,Thick-billed Warbler,
thbwar2,Basileuterus trifasciatus,Three-banded Warbler,
thelar1,Galerida theklae,Thekla's Lark,
thiant1,Myrmothera dives,Thicket Antpitta,
thitin1,Crypturellus cinnamomeus,Thicket Tinamou,
thlant2,Myrmothera campanisona,Thrush-like Antpitta,
thlant3,Myrmothera subcanescens,Tapajos Antpitta,
thlsch2,Schiffornis veraepacis,Northern Schiffornis,
thlsch3,Schiffornis turdina,Brown-winged Schiffornis,
thlsch4,Schiffornis stenorhyncha,Russet-winged Schiffornis,
thlsch7,Schiffornis olivacea,Guianan Schiffornis,
thlsch8,Schiffornis aenea,Foothill Schiffornis,
thlwre1,Campylorhynchus turdinus,Thrush-like Wren,
thrbab1,Illadopsis turdina,Spotted Thrush-Babbler,
thrnig1,Luscinia luscinia,Thrush Nightingale,
thsfly2,Conopias trivirgatus,Three-striped Flycatcher,
thshem1,Microspingus trifasciatus,Three-striped Hemispingus,
thstch1,Tchagra jamesi,Three-streaked Tchagra,
thswar1,Basileuterus tristriatus,Three-striped Warbler,
thswar2,,,
thswar5,Basileuterus melanotis,Black-eared Warbler,
thswar9,Basileuterus tacarcunae,Tacarcuna Warbler,
thtjac1,Jacamaralcyon tridactyla,Three-toed Jacamar,
thtpar1,Cholornis paradoxus,,
thtray1,Aphrastura spinicauda,Thorn-tailed Rayadito,
thwbel,Procnias tricarunculatus,Three-wattled Bellbird,
tibbab1,Pterorhinus koslowi,Tibetan Babax,
tibbla1,Turdus maximus,Tibetan Blackbird,
tibbun1,Emberiza koslowi,Tibetan Bunting,
tibfly2,Cyornis hyacinthinus,,
tibfly3,Cyornis tickelliae,Tickell's Blue Flycatcher,
tibfly4,Cyornis sumatrensis,Indochinese Blue Flycatcher,
tiblar1,Melanocorypha maxima,Tibetan Lark,
tibpar1,Perdix hodgsoniae,Tibetan Partridge,
tibros1,Carpodacus roborowskii,Tibetan Rosefinch,
tibsan1,Syrrhaptes tibetanus,Tibetan Sandgrouse,
tibser1,Spinus thibetanus,Tibetan Serin,
tibsno1,Tetraogallus tibetanus,Tibetan Snowcock,
tibsno2,Montifringilla henrici,Tibetan Snowfinch,
ticdor1,Pseudocolopteryx citreola,Ticking Doradito,
ticthr1,Turdus unicolor,Tickell's Thrush,
tigshr1,Lanius tigrinus,Tiger Shrike,
tiipig1,Ducula cineracea,Timor Imperial Pigeon,
tildac1,Xenodacnis parina,Tit-like Dacnis,
tilwar1,Phylloscopus affinis,Tickell's Leaf Warbler,
tilwar2,Phylloscopus presbytes,Timor Leaf Warbler,
timbus1,Saxicola gutturalis,White-bellied Bush Chat,
timcud1,Macropygia magna,Timor Cuckoo-Dove,
timfri1,Philemon inornatus,Timor Friarbird,
timgrp1,Treron psittaceus,Timor Green Pigeon,
timori1,Oriolus melanotis,Timor Oriole,
timspa4,Padda fuscata,Timor Sparrow,
timstu1,Urosphena subulata,Timor Stubtail,
timwhe1,Heleia muelleri,Timor Heleia,
timwre1,Thryorchilus browni,Timberline Wren,
tincis1,Cisticola tinniens,Levaillant's Cisticola,
tincis3,Cisticola nana,Tiny Cisticola,
tingre1,Phyllastrephus debilis,Lowland Tiny Greenbul,
tinhaw1,Accipiter superciliosus,,
tinmon1,Monarcha takatsukasae,Tinian Monarch,TIMO
tinsun2,Cinnyris minullus,Tiny Sunbird,
titber1,Oreocharis arfaki,Tit Berrypecker,
titgre1,Rollandia microptera,Titicaca Grebe,
tithyl1,Pholidornis rushiae,Tit Hylia,
titman1,Tyranneutes virescens,Tiny Tyrant-Manakin,
tobcat2,Scenopoeetes dentirostris,Tooth-billed Bowerbird,
tobhum1,Androdon aequatorialis,Tooth-billed Hummingbird,
tobpig1,Didunculus strigirostris,Tooth-billed Pigeon,
tobwre1,Odontorchilus cinereus,Tooth-billed Wren,
tocspa1,Arremonops tocuyensis,Tocuyo Sparrow,
toctou1,Ramphastos toco,Toco Toucan,
todant1,Herpsilochmus stictocephalus,Todd's Antwren,
todmot1,Hylomanes momotula,Tody Motmot,
todsir1,Sirystes subcanescens,Todd's Sirystes,
toghao1,Ninox burhani,Togian Boobook,
togwhe1,Zosterops somadikartai,Togian White-eye,
tolblo1,Anthocephala berlepschi,Tolima Blossomcrown,
toldov1,Leptotila conoveri,Tolima Dove,
tomtit1,Petroica macrocephala,Tomtit,
tonwhi1,Pachycephala jacquinoti,Tongan Whistler,
toogre1,Phyllastrephus hypochloris,Toro Olive Greenbul,
toppig1,Lopholaimus antarcticus,Topknot Pigeon,
topwhy1,Vidua togoensis,Togo Paradise Whydah,
torcro2,Corvus orru,Torresian Crow,
torcro3,Corvus insularis,Bismarck Crow,
torduc1,Merganetta armata,Torrent Duck,
torfly1,Monachella muelleriana,Torrent Flyrobin,
torimp1,Ducula spilorrhoa,Torresian Imperial Pigeon,
torimp2,Ducula subflavescens,Yellowish Imperial Pigeon,
torlar1,Grallina bruijnii,Torrent-lark,
torsco1,Otus madagascariensis,,
tortyr1,Serpophaga cinerea,Torrent Tyrannulet,
toubar1,Semnornis ramphastinus,Toucan Barbet,
tousun1,Heliangelus exortis,Tourmaline Sunangel,
towshe1,Puffinus auricularis,Townsend's Shearwater,TOSH
towshe2,Puffinus newelli,Newell's Shearwater,NESH
towshe3,Puffinus myrtae,Rapa Shearwater,
towsol,Myadestes townsendi,Townsend's Solitaire,TOSO
towwar,Setophaga townsendi,Townsend's Warbler,TOWA
tracha1,Emarginata tractrac,Tractrac Chat,
trbfin1,Atlapetes tricolor,Tricolored Brushfinch,
trbhor1,Tockus ruahae,Tanzanian Red-billed Hornbill,
tremar2,Petrochelidon nigricans,Tree Martin,
trepip,Anthus trivialis,Tree Pipit,
treswa,Tachycineta bicolor,Tree Swallow,TRES
tribla,Agelaius tricolor,Tricolored Blackbird,TRBL
tribrf1,,,
tribun1,Emberiza tristrami,Tristram's Bunting,
tricis1,Cisticola woosnami,Trilling Cisticola,
trieup1,Euphonia trinitatis,Trinidad Euphonia,
triher,Egretta tricolor,Tricolored Heron,TRHE
trimoo2,Gallinula nesiotis,Tristan Moorhen,
trimoo3,Gallinula comeri,Gough Moorhen,
trimot1,Momotus bahamensis,Trinidad Motmot,
trimun,Lonchura malacca,Tricolored Munia,TRMU
tripar1,Erythrura tricolor,Tricolored Parrotfinch,
tripet1,Pterodroma arminjoniana,Trindade Petrel,TRPE
trista1,Onychognathus tristramii,Tristram's Starling,
tritap1,Scytalopus parvirostris,Trilling Tapaculo,
trithr1,Turdus eremita,Tristan Thrush,
triwar1,Curruca deserticola,Tristram's Warbler,
trobou1,Laniarius major,Tropical Boubou,
trobou2,Laniarius aethiopicus,Ethiopian Boubou,
trogna1,Polioptila plumbea,Tropical Gnatcatcher,
trokin,Tyrannus melancholicus,Tropical Kingbird,TRKI
tromoc,Mimus gilvus,Tropical Mockingbird,TRMO
tropar,Setophaga pitiayumi,Tropical Parula,TRPA
tropew1,Contopus cinereus,Southern Tropical Pewee,
tropew2,,,
tropig1,Columba trocaz,Trocaz Pigeon,
trosee1,Sporophila beltoni,Tropeiro Seedeater,
troshe1,,,
troshe4,Puffinus bannermani,Bannerman's Shearwater,
trpgua1,Pipile pipile,Trinidad Piping Guan,
trsowl,Megascops choliba,Tropical Screech Owl,
trspet,Hydrobates tristrami,Tristram's Storm Petrel,TRSP
trufin2,Bucanetes githagineus,Trumpeter Finch,
truhor1,Bycanistes bucinator,Trumpeter Hornbill,
truman1,Phonygammus keraudrenii,Trumpet Manucode,
trumon1,Metabolus rugensis,Chuuk Monarch,
truswa,Cygnus buccinator,Trumpeter Swan,TRUS
truter,Sterna trudeaui,Snowy-crowned Tern,
trweye1,Rukia ruki,Teardrop White-eye,
tsasun1,Cinnyris tsavoensis,Tsavo Sunbird,
tsctap1,Scytalopus acutirostris,Tschudi's Tapaculo,
tsiwor1,Mentocrex beankaensis,Tsingy Forest Rail,
tuasan1,Prosobonia parvirostris,Tuamotu Sandpiper,
tubmot1,Eumomota superciliosa,Turquoise-browed Motmot,
tucpar1,Amazona tucumana,Tucuman Amazon,
tufant1,Mackenziaena severa,Tufted Antshrike,
tufcoq1,Lophornis ornatus,Tufted Coquette,
tufduc,Aythya fuligula,Tufted Duck,TUDU
tuffly,Mitrephanes phaeocercus,Northern Tufted Flycatcher,
tufjay1,Cyanocorax dickeyi,Tufted Jay,
tufpuf,Fratercula cirrhata,Tufted Puffin,TUPU
tuftit,Baeolophus bicolor,Tufted Titmouse,TUTI
tugjay1,Podoces panderi,Turkestan Ground Jay,
tui1,Prosthemadera novaeseelandiae,Tui,
tuipar1,Brotogeris sanctithomae,Tui Parakeet,
tulwoo1,Campethera tullbergi,Tullberg's Woodpecker,
tumfin1,Poospiza baeri,Tucuman Mountain Finch,
tumhum1,Thaumasius baeri,Tumbes Hummingbird,
tumspa1,Rhynchospiza stolzmanni,Tumbes Sparrow,
tumswa1,Tachycineta stolzmanni,Tumbes Swallow,
tumtyr2,Tumbezia salvini,,
tunbeg1,Anser serrirostris,Tundra Bean Goose,
tunswa,Cygnus columbianus,Tundra Swan,
tuqdov1,Zentrygon carrikeri,Tuxtla Quail-Dove,
turbou1,Laniarius turatii,Turati's Boubou,
turcot1,Cotinga ridgwayi,Turquoise Cotinga,
turdac1,Dacnis hartlaubi,Turquoise Dacnis,
turere1,Eremomela turneri,Turner's Eremomela,
turjay1,Cyanolyca turcosa,Turquoise Jay,
turpar1,Neophema pulchella,Turquoise Parrot,
turtan1,Tangara mexicana,Turquoise Tanager,
turvul,Cathartes aura,Turkey Vulture,TUVU
turwar1,Acrocephalus atyphus,Tuamotu Reed Warbler,
tutbar1,Psilopogon chersonesus,Turquoise-throated Barbet,
tutpuf1,Eriocnemis godini,Turquoise-throated Puffleg,
tutspi1,Leptasthenura platensis,Tufted Tit-Spinetail,
tuttyr1,Anairetes parulus,Tufted Tit-Tyrant,
twbplo1,Charadrius falklandicus,,
twbwar1,Myiothlypis bivittata,Two-banded Warbler,
twbwar2,,,
twite1,Linaria flavirostris,Twite,
twwbop1,Seleucidis melanoleucus,Twelve-wired Bird-of-paradise,
tylvan1,Tylas eduardi,Tylas Vanga,
tylwar1,Phylloscopus tytleri,Tytler's Leaf Warbler,
tyrmet1,Metallura tyrianthina,Tyrian Metaltail,
tyrwoo1,Dendrocincla tyrannina,Tyrannine Woodcreeper,
uapmon1,Pomarea mira,Ua Pou Monarch,
udzpar1,Xenoperdix udzungwensis,Udzungwa Forest Partridge,
udzpar2,,,
ugawow1,Phylloscopus budongoensis,Uganda Woodland Warbler,
ulahaw,Ciridops anna,Ula-ai-hawane,
ultfly1,Ficedula superciliaris,Ultramarine Flycatcher,
ultgro1,Cyanoloxia brissonii,Ultramarine Grosbeak,
ultkin1,Todiramphus leucopygius,Ultramarine Kingfisher,
ultlor1,Vini ultramarina,Ultramarine Lorikeet,
ulubus1,Malaconotus alius,Uluguru Bushshrike,
unafly1,Myiophobus inornatus,Unadorned Flycatcher,
undant1,Grallaria squamigera,Undulated Antpitta,
undant2,Frederickena unduliger,Undulated Antshrike,
undtin1,Crypturellus undulatus,Undulated Tinamou,
uniant1,Myrmotherula unicolor,Unicolored Antwren,
uniant2,Thamnophilus unicolor,Uniform Antshrike,
unibla2,Agelasticus cyanopus,Unicolored Blackbird,
unicra1,Amaurolimnas concolor,Uniform Crake,
unifin1,Haplospiza unicolor,Uniform Finch,
unijay1,Aphelocoma unicolor,Unicolored Jay,
uniswi1,Aerodramus vanikorensis,Uniform Swiftlet,
unitap1,Scytalopus unicolor,Unicolored Tapaculo,
unithr1,Turdus haplochrous,Unicolored Thrush,
unitre1,Thripadectes ignobilis,Uniform Treehunter,
uniwoo1,Hylexetastes uniformis,Uniform Woodcreeper,
unstit1,Uromyias agraphia,Unstreaked Tit-Tyrant,
upcwar1,Hippolais languida,Upcher's Warbler,
uplant1,Thamnophilus aroyae,Upland Antshrike,
uplbuz1,Buteo hemilasius,Upland Buzzard,
uplgoo1,Chloephaga picta,Upland Goose,
uplpip1,Anthus sylvanus,Upland Pipit,
uplsan,Bartramia longicauda,Upland Sandpiper,UPSA
upmtap1,Scytalopus rodriguezi,Magdalena Tapaculo,
uraowl1,Strix uralensis,Ural Owl,
urityr1,Phyllomyias urichi,Urich's Tyrannulet,
urssun2,Cinnyris ursulae,Ursula's Sunbird,
usaaka1,Sheppardia montana,Usambara Akalat,
usabul1,Phyllastrephus albigula,Montane Tiny Greenbul,
usahyl1,Hyliota usambara,Usambara Hyliota,
usathr1,Turdus roehli,Usambara Thrush,
usawea1,Ploceus nicolli,Usambara Weaver,
useowl1,Bubo vosseleri,,
ussfly1,Bradornis ussheri,,
uswowl1,Aegolius ridgwayi,Unspotted Saw-whet Owl,
uvbsun1,Anthreptes neglectus,Uluguru Violet-backed Sunbird,
vabtyr1,Phylloscartes poecilotis,,
vadvan1,Xenopirostris damii,Van Dam's Vanga,
vahsun1,Leptocoma brasiliana,Van Hasselt's Sunbird,
vanfly1,Myiagra vanikorensis,Vanikoro Flycatcher,
vanmon1,Mayrornis schistaceus,Vanikoro Monarch,
vanscr1,Megapodius layardi,Vanuatu Megapode,
vanwhe1,Zosterops gibbsi,Vanikoro White-eye,
varant1,Thamnophilus caerulescens,Variable Antshrike,
varant2,Grallaria varia,Variegated Antpitta,
varbun,Passerina versicolor,Varied Bunting,VABU
varcha1,Ortalis motmot,Little Chachalaca,
varcha3,Ortalis ruficeps,Chestnut-headed Chachalaca,
vardwk1,Ceyx margarethae,Dimorphic Dwarf Kingfisher,
vardwk11,Ceyx collectoris,New Georgia Dwarf Kingfisher,
vardwk12,Ceyx meeki,North Solomons Dwarf Kingfisher,
vardwk13,Ceyx malaitae,,
vardwk14,Ceyx nigromaxilla,Guadalcanal Dwarf Kingfisher,
vardwk15,Ceyx gentianus,Makira Dwarf Kingfisher,
vardwk2,Ceyx wallacii,Sula Dwarf Kingfisher,
vardwk4,Ceyx lepidus,Moluccan Dwarf Kingfisher,
vardwk5,Ceyx cajeli,Buru Dwarf Kingfisher,
vardwk6,Ceyx solitarius,Papuan Dwarf Kingfisher,
vardwk7,Ceyx dispar,Manus Dwarf Kingfisher,
vardwk8,Ceyx mulcatus,New Ireland Dwarf Kingfisher,
vardwk9,Ceyx sacerdotis,New Britain Dwarf Kingfisher,
varfai1,Malurus assimilis,Purple-backed Fairywren,
varfai5,Malurus lamberti,Variegated Fairywren,
varfly,Empidonomus varius,Variegated Flycatcher,
vargos1,Accipiter hiogaster,,
varhon1,Gavicalis versicolor,Varied Honeyeater,
varind1,Vidua funerea,Dusky Indigobird,
varlau1,Trochalopteron variegatum,Variegated Laughingthrush,
varlor1,Psitteuteles versicolor,Varied Lorikeet,
varoys1,Haematopus unicolor,Variable Oystercatcher,
varpic1,Picumnus varzeae,Varzea Piculet,
varpit2,Pitohui kirhocephalus,Northern Variable Pitohui,
varpit3,Pitohui uropygialis,Southern Variable Pitohui,
varpit4,Pitohui cerviniventris,Raja Ampat Pitohui,
varsch1,Schiffornis major,Varzea Schiffornis,
varsee3,Sporophila corvina,Variable Seedeater,
varsit1,Daphoenositta papuensis,Papuan Sittella,
varsit8,Daphoenositta chrysoptera,Varied Sittella,
varsol1,Myadestes coloratus,Varied Solitaire,
varsun2,Cinnyris venustus,Variable Sunbird,
varthr,Ixoreus naevius,Varied Thrush,VATH
vartin1,Crypturellus variegatus,Variegated Tinamou,
vartit1,Sittiparus varius,Varied Tit,VATI
vartit2,Sittiparus olivaceus,Iriomote Tit,
vartit3,Sittiparus castaneoventris,Chestnut-bellied Tit,
vartit4,Sittiparus owstoni,Owston's Tit,
vartri1,Lalage leucomela,Varied Triller,
vartri3,Lalage conjuncta,Mussau Triller,
varwhe1,Oenanthe picata,Variable Wheatear,
vaspar1,Coracopsis vasa,Greater Vasa Parrot,
vauswi,Chaetura vauxi,Vaux's Swift,VASW
vddhor1,Tockus deckeni,Von der Decken's Hornbill,
vebbri1,Heliodoxa xanthogonys,Velvet-browed Brilliant,
vebtyr1,Knipolegus nigerrimus,Velvety Black Tyrant,
vebtyr2,Phylloscartes venezuelanus,,
veeowl1,Bubo lacteus,,
veery,Catharus fuscescens,Veery,VEER
vefeup1,Euphonia concinna,Velvet-fronted Euphonia,
vefgra1,Lampropsar tanagrinus,Velvet-fronted Grackle,
vefnut1,Sitta frontalis,Velvet-fronted Nuthatch,
vefowl1,Scotopelia bouvieri,Vermiculated Fishing Owl,
vegfin2,Platyspiza crassirostris,Vegetarian Finch,
veggul1,,,
vehpar1,Loriculus vernalis,Vernal Hanging Parrot,
velasi1,Philepitta castanea,Velvet Asity,
veldov1,Ptilinopus layardi,Whistling Dove,
vemdro1,,,
vemdro5,Dicrurus atactus,,
venflo1,Diglossa venezuelensis,Venezuelan Flowerpiercer,
venfly1,Myiarchus venezuelensis,Venezuelan Flycatcher,
venpet1,Pterodroma occulta,,
vensyl1,Aglaiocercus berlepschi,Venezuelan Sylph,
ventro1,Icterus icterus,Venezuelan Troupial,VETR
venwoq1,Odontophorus columbianus,Venezuelan Wood Quail,
vepcor1,Boissonneaua jardini,Velvet-purple Coronet,
verbar1,Eubucco versicolor,Versicolored Barbet,
verbat1,Batis minima,Gabon Batis,
vercar1,Cardinalis phoeniceus,Vermilion Cardinal,
vercou1,Coua verreauxi,Verreaux's Coua,
verdin,Auriparus flaviceps,Verdin,VERD
vereag1,Aquila verreauxii,Verreaux's Eagle,
vereme1,Chrysuronia versicolor,Versicolored Emerald,
verfly1,,,
verfly4,Eumyias thalassinus,Verditer Flycatcher,
verfly7,,,
verfly8,,,
verhum1,Mellisuga minima,Vervain Hummingbird,
verman1,Anthracothorax veraguensis,Veraguan Mango,
verpar1,Tetraophasis obscurus,Chestnut-throated Monal-Partridge,
versco2,Megascops centralis,Choco Screech Owl,
versco5,,,
vertan1,Calochaetes coccineus,Vermilion Tanager,
vesowl,Megascops guatemalae,Middle American Screech Owl,
vesspa,Pooecetes gramineus,Vesper Sparrow,VESP
vibhum1,Chlorestes julie,Violet-bellied Hummingbird,
vibhyl1,Hyliota violacea,Violet-backed Hyliota,
vibspa1,Accipiter rhodogaster,,
vibsta2,Cinnyricinclus leucogaster,Violet-backed Starling,
vibsta3,Acridotheres burmannicus,Burmese Myna,
vibsun2,Cinnyris chalcomelas,Violet-breasted Sunbird,
vichum,Leucolia violiceps,,
vichum1,Goldmania violiceps,Violet-capped Hummingbird,
vichum2,Sternoclyta cyanopectus,Violet-chested Hummingbird,
vicpig1,Goura victoria,Victoria Crowned Pigeon,
vicrif1,Ptiloris victoriae,Victoria's Riflebird,
vicwoo2,Thalurania glaucopis,Violet-capped Woodnymph,
viebar1,Lybius vieilloti,Vieillot's Barbet,
viecut1,Cutia legalleni,Vietnamese Cutia,
viegre2,Chloris monguilloti,Vietnamese Greenfinch,
viewax1,Granatina granatina,Violet-eared Waxbill,
viewea1,Ploceus nigerrimus,Vieillot's Black Weaver,
vifbri1,Heliodoxa leadbeateri,Violet-fronted Brilliant,
vigswa,Tachycineta thalassina,Violet-green Swallow,VGSW
vihhum1,Klais guimeti,Violet-headed Hummingbird,
vilbrf1,Atlapetes terborghi,Vilcabamba Brushfinch,
vilind,Vidua chalybeata,Village Indigobird,
viltap1,Scytalopus urubambae,Vilcabamba Tapaculo,
vilthi2,Asthenes vilcabambae,Vilcabamba Thistletail,
vilthi3,Asthenes ayacuchensis,Ayacucho Thistletail,
vilwea1,Ploceus cucullatus,Village Weaver,
vimwea1,Ploceus vitellinus,Vitelline Masked Weaver,
vinbun1,Emberiza vincenti,,
vindov1,Streptopelia vinacea,Vinaceous Dove,
vinlor1,Eos squamata,,
vinpar1,Amazona vinacea,Vinaceous-breasted Amazon,
vinros2,Carpodacus vinaceus,Vinaceous Rosefinch,
vinros3,Carpodacus formosanus,Taiwan Rosefinch,
viocou1,Centropus violaceus,Violaceous Coucal,
viocuc1,Chrysococcyx xanthorhynchus,Violet Cuckoo,
vioeup1,Euphonia violacea,Violaceous Euphonia,
viojay1,Cyanocorax violaceus,Violaceous Jay,
viosab1,Campylopterus hemileucurus,Violet Sabrewing,
viotro2,Trogon violaceus,Guianan Trogon,
viotro3,Trogon ramonianus,Amazonian Trogon,
viotur1,Musophaga violacea,,
viowoo1,Phoeniculus damarensis,Violet Wood Hoopoe,
viowoo3,,,
viqdov1,Geotrygon violacea,Violaceous Quail-Dove,
virdac1,Dacnis viguieri,Viridian Dacnis,
virmet1,Metallura williami,Viridian Metaltail,
virrai,Rallus limicola,Virginia Rail,VIRA
virrai1,,,
